City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Cayenne,100,GF,1570758495,88,4.94,-52.33,77.0,3.36
376,Ardmore,90,US,1570758495,88,34.99,-86.85,72.0,6.56
377,Tinskoy,0,RU,1570758495,41,56.15,96.92,28.87,8.78
378,Tuatapere,100,NZ,1570758495,88,-46.13,167.69,45.0,11.01
379,Acari,0,BR,1570758495,80,-6.44,-36.64,69.93,19.67
380,Eureka,1,US,1570758495,39,40.8,-124.16,62.6,8.05
381,Sergiyevsk,100,RU,1570758495,86,53.94,51.16,44.42,19.15
382,Ponta do Sol,100,BR,1570758495,96,-20.63,-46.0,64.92,3.52
383,Mayo,90,CA,1570758496,56,63.59,-135.9,41.0,12.75
384,Redmond,1,US,1570758496,61,47.67,-122.12,53.01,4.7
385,Stokmarknes,73,NO,1570758496,77,68.56,14.91,37.0,5.99
386,Pankovka,21,RU,1570758496,97,58.5,31.2,39.18,3.97
387,Bubaque,0,GW,1570758496,78,11.28,-15.83,82.04,7.05
388,Port Hedland,0,AU,1570758496,10,-20.31,118.58,102.2,10.29
389,Nizwa,0,OM,1570758496,51,22.93,57.53,75.79,0.63
390,Am Timan,0,TD,1570758497,82,11.04,20.28,73.18,1.91
391,Mehamn,98,NO,1570758497,87,71.03,27.85,35.74,6.88
392,Moerai,69,PF,1570758497,76,-22.43,-151.33,67.37,17.89
393,Bay City,1,US,1570758497,77,43.59,-83.89,62.6,10.7
394,Maloyaroslavets,97,RU,1570758497,91,55.01,36.47,44.67,7.77
395,Ahipara,15,NZ,1570758497,100,-35.17,173.16,71.01,9.15
396,Eyl,33,SO,1570758497,83,7.98,49.82,80.02,5.16
397,Miles City,90,US,1570758497,73,46.41,-105.84,24.8,5.82
398,Pervomayskiy,100,RU,1570758497,92,53.24,40.29,47.14,9.4
399,Asekeyevo,100,RU,1570758498,89,53.57,52.8,42.69,12.22
400,Talnakh,93,RU,1570758498,62,69.49,88.39,18.88,14.83
401,Solginskiy,100,RU,1570758498,98,61.05,41.34,37.13,4.05
402,Saquena,77,PE,1570758498,97,-4.67,-73.52,72.54,2.51
403,Margate,40,AU,1570758498,62,-43.03,147.26,57.99,12.75
404,Lae,23,PG,1570758498,60,-6.72,146.98,79.86,5.21
405,Copiapo,17,CL,1570758498,76,-27.37,-70.33,57.2,3.36
406,Nantucket,90,US,1570758499,93,41.28,-70.1,55.99,27.51
407,Ocos,75,GT,1570758499,100,14.51,-92.19,75.2,2.24
408,Coquimbo,100,CL,1570758499,87,-29.95,-71.34,53.6,4.7
409,Verkhoyansk,96,RU,1570758499,76,67.55,133.39,12.83,3.31
410,Santa Maria,68,BR,1570758499,47,-16.02,-48.01,78.8,4.7
411,Kirakira,36,SB,1570758499,80,-10.46,161.92,81.55,6.78
412,Lasa,100,CY,1570758499,42,34.92,32.53,71.6,10.29
413,Meridian,1,US,1570758500,30,43.61,-116.39,50.0,1.33
414,Tonantins,64,BR,1570758500,95,-2.86,-67.77,72.23,1.11
415,Lucapa,100,AO,1570758500,94,-8.42,20.74,67.32,2.34
416,Paka,18,CF,1570758500,98,4.15,15.03,66.94,0.06
417,Milan,0,IT,1570758500,100,45.47,9.19,55.99,6.93
418,Porto Novo,20,BR,1570758500,82,-23.68,-45.44,66.2,8.05
419,Kalabo,61,ZM,1570758500,67,-15.0,22.67,69.4,3.54
420,Menzelinsk,100,RU,1570758500,85,55.73,53.11,43.5,17.47
421,Tortoli,5,IT,1570758501,22,39.93,9.66,66.2,10.29
422,Outjo,0,NA,1570758501,61,-20.11,16.16,59.88,3.95
423,Nerchinskiy Zavod,0,RU,1570758501,26,51.31,119.61,25.61,8.95
424,Cartagena,40,ES,1570758501,73,37.63,-1.0,73.4,9.17
425,Turukhansk,25,RU,1570758501,44,65.8,87.96,29.23,12.35
426,Pompeu,40,BR,1570758501,73,-21.05,-48.85,77.0,10.29
427,Menongue,80,AO,1570758501,83,-14.66,17.68,60.03,2.93
428,High Prairie,0,CA,1570758501,69,55.43,-116.48,29.98,3.83
429,Lakota,100,CI,1570758502,98,5.85,-5.68,72.09,3.73
430,Bogdanovich,0,RU,1570758502,87,56.77,62.05,32.77,3.1
431,Katherine,80,AU,1570758502,7,-14.47,132.26,93.2,8.05
432,Nador,90,MA,1570758502,83,35.17,-2.93,73.4,9.17
433,Shenjiamen,10,CN,1570758502,69,29.96,122.3,73.8,7.69
434,Palmer,20,AU,1570758502,42,-34.85,139.16,70.0,11.41
435,Verkhnevilyuysk,100,RU,1570758502,83,63.45,120.31,19.69,8.54
436,Taltal,13,CL,1570758502,91,-25.41,-70.49,50.67,2.18
437,Gananoque,5,CA,1570758503,58,44.33,-76.16,55.4,11.41
438,Josanicka Banja,40,RS,1570758503,100,43.39,20.75,51.8,2.24
439,Krasnovishersk,100,RU,1570758503,97,60.4,57.08,35.76,5.89
440,Kulhudhuffushi,2,MV,1570758503,73,6.62,73.07,82.98,6.57
441,Okhotsk,100,RU,1570758503,91,59.36,143.24,39.36,16.74
442,Wewak,100,PG,1570758503,64,-3.55,143.63,84.47,4.65
443,Sept-Iles,5,CA,1570758503,76,50.2,-66.38,39.0,2.24
444,Muisne,100,EC,1570758503,88,0.61,-80.02,74.26,9.51
445,Ahuimanu,40,US,1570758504,74,21.44,-157.84,88.0,8.05
446,North Bend,1,US,1570758504,59,43.41,-124.22,61.0,6.93
447,Banyo,100,CM,1570758504,97,6.75,11.81,65.39,0.46
448,Temizhbekskaya,19,RU,1570758504,78,45.45,40.85,53.96,5.67
449,Rio Grande,24,BR,1570758504,90,-32.03,-52.1,69.01,14.82
450,Biograd na Moru,20,HR,1570758504,93,43.94,15.45,63.0,4.7
451,Atambua,70,ID,1570758504,44,-9.11,124.89,86.67,4.1
452,West Milford,75,US,1570758504,41,41.13,-74.37,64.4,9.17
453,Kintinku,40,TZ,1570758505,93,-5.89,35.22,66.2,11.41
454,Aleksandro-Nevskiy,100,RU,1570758505,92,53.48,40.21,45.61,9.98
455,Inta,77,RU,1570758505,85,66.04,60.13,27.64,9.26
456,Espanola,2,CA,1570758505,86,46.27,-81.77,53.01,5.15
457,Aleksandrovskoye,0,RU,1570758505,61,56.74,85.39,28.99,12.03
458,Libertador General San Martin,19,AR,1570758505,44,-23.81,-64.79,71.28,3.8
459,Morro Bay,1,US,1570758505,77,35.37,-120.85,66.99,3.59
460,Constitucion,75,MX,1570758505,28,23.99,-104.67,73.4,6.66
461,Labuhan,100,ID,1570758506,55,-2.54,115.51,89.6,3.76
462,Lata,0,IN,1570758506,46,30.78,78.62,37.09,3.67
463,Liverpool,20,GB,1570758506,82,53.41,-2.98,59.0,18.34
464,Champerico,75,MX,1570758506,83,16.38,-93.6,75.2,0.63
465,Tra Vinh,0,VN,1570758506,56,9.93,106.35,88.36,5.11
466,Sabinas,27,MX,1570758506,49,27.85,-101.13,84.63,12.58
467,Beringovskiy,50,RU,1570758506,69,63.05,179.32,33.48,3.48
468,Saint-Martin-de-Crau,0,FR,1570758506,67,43.64,4.81,57.2,6.93
469,Keetmanshoop,0,NA,1570758507,15,-26.57,18.15,60.8,3.36
470,Charlottetown,75,CA,1570758507,100,46.23,-63.13,51.01,4.7
471,Murgab,0,TM,1570758507,58,37.5,61.97,57.2,6.93
472,Namatanai,86,PG,1570758507,66,-3.66,152.44,85.82,3.78
473,Puerto Carreno,98,CO,1570758507,85,6.19,-67.49,76.03,4.05
474,Minab,100,IR,1570758507,48,27.15,57.07,82.4,1.12
475,Reitz,65,ZA,1570758507,82,-27.8,28.43,46.06,10.31
476,Syracuse,20,US,1570758507,76,43.05,-76.15,54.0,3.36
477,Crabtree,40,CA,1570758508,71,45.96,-73.47,57.2,10.29
478,Guanica,1,PR,1570758508,88,17.97,-66.91,80.01,3.36
479,Jos,0,NG,1570758508,88,9.92,8.9,65.62,4.23
480,Sangolqui,20,EC,1570758508,87,-0.33,-78.45,57.2,5.82
481,Halifax,90,CA,1570758508,70,44.65,-63.58,50.0,8.05
482,Shakawe,100,BW,1570758508,56,-18.36,21.84,72.41,1.83
483,Hamilton,5,CA,1570758508,76,43.26,-79.87,57.99,9.17
484,Sao Gabriel da Cachoeira,0,BR,1570758508,89,-0.13,-67.09,73.42,1.8
485,Punta Gorda,1,US,1570758509,78,26.93,-82.05,80.6,10.29
486,Acapulco,75,MX,1570758509,74,16.86,-99.88,84.2,2.24
487,Rach Gia,40,VN,1570758509,94,10.02,105.08,84.2,3.36
488,Itoman,20,JP,1570758509,58,26.12,127.67,82.4,25.28
489,Kanniyakumari,100,IN,1570758509,79,8.08,77.57,79.32,5.67
490,Ati,34,TD,1570758509,56,13.21,18.34,83.26,6.28
491,Brigantine,90,US,1570758509,48,39.41,-74.36,64.0,6.93
492,San Carlos,100,NI,1570758509,1,11.12,-84.78,73.0,5.99
493,Ginir,95,ET,1570758510,91,7.14,40.71,58.1,2.63
494,Puerto Madryn,53,AR,1570758510,82,-42.77,-65.04,48.45,21.63
495,Sobolevo,100,RU,1570758510,98,54.43,31.9,43.0,6.26
496,Mao,20,DO,1570758510,74,19.55,-71.08,80.6,5.82
497,Cerritos,1,US,1570758510,7,33.86,-118.05,78.8,4.7
498,Maroantsetra,78,MG,1570758510,98,-15.43,49.74,65.55,1.69
499,Purpe,100,RU,1570758510,77,64.48,76.69,36.0,18.4
500,Lavrentiya,0,RU,1570758510,59,65.58,-170.99,32.52,6.68
501,Calvinia,0,ZA,1570758511,36,-31.47,19.78,46.87,4.22
502,Ambilobe,35,MG,1570758511,69,-13.19,49.05,75.67,10.23
503,Aripuana,100,BR,1570758511,88,-9.17,-60.63,72.46,2.29
504,Okato,0,NZ,1570758511,63,-39.19,173.88,62.01,7.0
505,Hovd,78,NO,1570758511,94,63.83,10.7,41.0,8.05
506,Soledad,100,US,1570758511,15,36.43,-121.33,71.6,11.41
507,Springbok,0,ZA,1570758511,14,-29.67,17.88,54.45,10.77
508,Verin,0,ES,1570758511,60,41.94,-7.44,52.0,1.01
509,Show Low,1,US,1570758512,15,34.25,-110.03,53.6,8.05
510,Bueno Brandao,100,BR,1570758512,89,-22.44,-46.35,64.2,5.44
511,Fomboni,0,KM,1570758512,79,-12.28,43.74,79.56,6.92
512,Kem,93,UG,1570758512,80,2.68,33.77,68.14,5.29
513,Salalah,40,OM,1570758512,65,17.01,54.1,77.0,3.36
514,Yatou,40,CM,1570758512,100,3.63,9.81,77.0,3.36
515,Hualmay,19,PE,1570758512,86,-11.1,-77.61,54.59,1.19
516,Longyearbyen,75,NO,1570758512,79,78.22,15.63,26.6,2.24
517,Praia da Vitoria,20,PT,1570758513,82,38.73,-27.07,66.2,19.28
518,Pokaran,0,IN,1570758513,26,26.93,71.92,85.44,9.74
519,Matagami,0,NG,1570758513,90,9.67,8.4,67.75,3.06
520,Bridgetown,95,AU,1570758513,88,-33.96,116.14,66.99,4.0
521,Medvezhyegorsk,79,RU,1570758513,97,62.92,34.47,28.04,3.66
522,Wageningen,90,NL,1570758513,76,51.98,5.66,57.2,18.34
523,Limon,1,US,1570758513,92,39.26,-103.69,25.0,13.87
524,Kargasok,100,RU,1570758513,53,59.06,80.87,31.93,18.3
525,Kuloy,100,RU,1570758514,95,61.03,42.49,36.5,4.78
526,Tiznit,100,MA,1570758514,36,29.7,-9.73,72.55,2.61
527,Los Llanos de Aridane,75,ES,1570758514,88,28.66,-17.92,69.8,4.7
528,Linjiang,75,CN,1570758514,58,41.81,126.91,57.13,4.14
529,Maceio,40,BR,1570758514,78,-9.67,-35.74,77.0,11.41
530,Marienburg,75,DE,1570758514,76,52.12,9.98,55.4,12.75
531,Ponferrada,0,ES,1570758514,96,42.55,-6.59,53.01,3.18
532,Doha,13,QA,1570758514,70,25.29,51.53,87.8,4.7
533,Nurota,0,UZ,1570758515,66,40.56,65.69,50.0,6.93
534,Juneau,90,US,1570758515,81,58.3,-134.42,48.2,16.11
535,Rome,0,IT,1570758515,87,41.89,12.48,63.0,3.36
536,Nahrin,65,AF,1570758515,31,36.06,69.13,60.94,2.97
537,Mansa,0,IN,1570758515,78,23.43,72.66,73.4,2.24
538,Chegdomyn,100,RU,1570758515,53,51.13,133.04,34.2,12.66
539,Karratha,0,AU,1570758515,47,-20.74,116.85,82.81,11.42
540,Uptar,100,RU,1570758515,81,59.75,150.92,39.97,28.84
541,Kendari,72,ID,1570758515,33,-3.99,122.52,94.24,2.18
542,Montevideo,90,US,1570758516,93,44.94,-95.72,37.4,13.87
543,Villa Bruzual,95,VE,1570758516,94,9.33,-69.12,72.66,1.42
544,Kuytun,0,RU,1570758516,42,54.34,101.51,25.86,5.21
545,Chapais,1,CA,1570758516,65,49.78,-74.86,46.4,4.7
546,San Esteban,100,HN,1570758516,98,15.21,-85.77,65.66,0.5
547,Namtsy,100,RU,1570758516,82,62.72,129.66,22.91,8.9
548,Barranca,0,PE,1570758516,87,-10.75,-77.76,59.36,6.06
549,Ruteng,62,ID,1570758516,31,-8.61,120.46,88.41,6.94
550,Alihe,0,CN,1570758517,20,50.57,123.73,31.19,10.72
551,Quesnel,20,CA,1570758517,65,52.98,-122.49,41.0,3.27
552,Machaneng,100,BW,1570758517,70,-23.19,27.49,60.64,14.1
553,Caconda,85,AO,1570758517,87,-13.73,15.06,61.97,2.09
554,Sorland,30,NO,1570758517,65,67.67,12.69,44.35,11.04
555,Opuwo,0,NA,1570758517,56,-18.06,13.84,57.63,2.19
556,Tocopilla,0,CL,1570758517,30,-22.09,-70.2,51.87,3.44
557,Lazaro Cardenas,40,MX,1570758518,31,28.39,-105.62,78.8,5.82
558,Vila Velha,20,BR,1570758518,74,-3.71,-38.6,80.6,11.41
559,Cap Malheureux,40,MU,1570758518,77,-19.98,57.61,73.0,11.41
560,Birjand,0,IR,1570758518,50,32.86,59.22,55.4,11.41
561,Kommunisticheskiy,0,RU,1570758518,80,61.68,64.48,31.17,4.53
562,Alugan,33,PH,1570758518,68,12.22,125.48,84.9,9.45
563,Albany,40,US,1570758446,50,42.65,-73.75,57.2,5.82
564,Nikolskoye,90,RU,1570758446,93,59.7,30.79,44.6,3.66
565,Bluff,25,AU,1570758446,34,-23.58,149.07,81.18,3.05
566,Tautira,20,PF,1570758446,61,-17.73,-149.15,82.4,8.05
567,Bethel,90,US,1570758446,100,60.79,-161.76,39.2,16.11
568,Belaya Gora,100,RU,1570758447,89,68.54,146.19,17.55,5.46
569,Busselton,95,AU,1570758447,54,-33.64,115.35,69.01,9.78
570,Arraial do Cabo,100,BR,1570758447,90,-22.97,-42.02,71.73,16.12
571,Sitka,0,US,1570758447,65,37.17,-99.65,37.0,27.0
572,Airai,43,TL,1570758447,27,-8.93,125.41,84.72,8.96
573,Fairbanks,90,US,1570758447,100,64.84,-147.72,37.99,3.36
574,Estevan,90,CA,1570758447,74,49.14,-102.99,30.2,8.05
575,Kapaa,1,US,1570758447,74,22.08,-159.32,89.6,3.36
576,Guerrero Negro,0,MX,1570758448,80,27.97,-114.04,66.33,10.31
577,Cabedelo,20,BR,1570758448,83,-6.97,-34.84,77.0,11.41
578,Hofn,100,IS,1570758448,90,64.25,-15.21,46.09,32.87
579,Rikitea,100,PF,1570758448,71,-23.12,-134.97,68.54,8.1
580,Bredasdorp,100,ZA,1570758448,87,-34.53,20.04,52.0,2.9
581,Seoul,1,KR,1570758448,77,37.57,126.98,66.2,5.82
582,Changde,97,CN,1570758448,59,29.04,111.68,73.33,8.95
583,Narsaq,77,GL,1570758448,64,60.91,-46.05,35.6,3.36
584,Butaritari,58,KI,1570758449,60,3.07,172.79,84.6,6.4
585,Dakar,0,SN,1570758449,88,14.69,-17.45,78.8,8.05
586,Yellowknife,20,CA,1570758449,84,62.45,-114.38,37.0,4.7
587,Buchanan,75,LR,1570758449,94,5.88,-10.05,77.0,3.52
588,Half Moon Bay,5,US,1570758449,19,37.46,-122.43,77.0,8.05
589,Ushuaia,90,AR,1570758449,79,-54.81,-68.31,26.6,21.92
590,Pacific Grove,1,US,1570758449,30,36.62,-121.92,73.4,6.93
591,Punta Arenas,20,CL,1570758449,59,-53.16,-70.91,33.8,18.34
592,Saint-Medard-en-Jalles,0,FR,1570758450,93,44.9,-0.72,54.0,3.36
593,Jamestown,0,AU,1570758450,25,-33.21,138.6,69.78,7.64
594,Port Blair,40,IN,1570758450,94,11.67,92.75,77.0,2.24
595,Clyde River,90,CA,1570758450,80,70.47,-68.59,33.8,11.41
596,Nanchang,0,CN,1570758450,56,28.68,115.89,83.07,11.1
597,Mulki,75,PL,1570758450,87,49.81,20.51,48.2,8.05
598,Pevek,20,RU,1570758450,74,69.7,170.27,21.38,16.3
599,Lillooet,1,CA,1570758450,76,50.69,-121.94,44.6,3.36
600,Starogard Gdanski,75,PL,1570758450,93,53.96,18.53,48.0,10.29
601,Mar del Plata,0,AR,1570758451,77,-46.43,-67.52,44.37,2.33
602,Karaton,40,ID,1570758451,74,-6.34,106.1,82.4,6.93
603,Sao Filipe,18,CV,1570758451,81,14.9,-24.5,78.42,4.27
604,Hermanus,100,ZA,1570758451,89,-34.42,19.24,53.01,1.99
605,Tasiilaq,0,GL,1570758451,80,65.61,-37.64,33.8,6.93
606,Nemuro,75,JP,1570758451,87,43.32,145.57,60.8,8.05
607,Henties Bay,0,NA,1570758451,93,-22.12,14.28,52.14,1.86
608,Lorengau,100,PG,1570758451,67,-2.02,147.27,84.79,8.61
609,Boddam,20,GB,1570758452,87,57.47,-1.78,50.0,5.82
610,Cawayan,40,PH,1570758452,79,9.81,123.54,84.2,6.93
611,Castro,90,CL,1570758452,100,-42.48,-73.76,50.0,9.17
612,Barentu,64,ER,1570758452,63,15.11,37.59,74.59,3.71
613,Colares,0,PT,1570758452,55,38.8,-9.45,64.99,3.36
614,Bilma,57,NE,1570758452,25,18.69,12.92,85.12,6.18
615,Ancud,90,CL,1570758452,100,-41.87,-73.83,50.0,9.17
616,Barrow,99,AR,1570758452,88,-38.31,-60.23,60.3,11.9
617,Bacolod,49,PH,1570758452,68,10.68,122.95,83.48,5.0
618,Port Macquarie,75,AU,1570758453,55,-31.43,152.91,68.0,11.41
619,Dikson,100,RU,1570758453,91,73.51,80.55,30.72,30.96
620,Jian,0,IN,1570758453,68,25.65,87.89,82.15,2.39
621,Muravlenko,100,RU,1570758453,94,63.79,74.5,39.69,2.27
622,Katobu,3,ID,1570758453,29,-4.94,122.53,94.73,3.34
623,Mataura,100,NZ,1570758453,88,-46.19,168.86,45.0,11.01
624,Faanui,100,PF,1570758453,76,-16.48,-151.75,76.66,16.86
625,Bambous Virieux,40,MU,1570758454,77,-20.34,57.76,73.0,11.41
626,Chuy,66,UY,1570758454,80,-33.69,-53.46,66.0,9.77
627,Bintulu,75,MY,1570758454,83,3.17,113.03,82.4,3.36
628,Saint George,20,GR,1570758454,93,39.45,22.34,62.6,1.37
629,Qaqortoq,0,GL,1570758454,64,60.72,-46.03,35.6,3.36
630,Iranshahr,0,IR,1570758454,22,27.21,60.69,79.16,2.66
631,Bayan,100,CN,1570758454,93,36.1,102.26,36.12,3.37
632,Okha,21,RU,1570758454,63,53.59,142.95,46.8,11.79
633,Coihaique,25,CL,1570758455,96,-45.58,-72.07,42.8,2.24
634,Saint-Philippe,1,CA,1570758455,62,45.36,-73.48,57.0,3.36
635,Haines Junction,100,CA,1570758455,97,60.75,-137.51,30.27,10.25
636,Bauchi,25,NG,1570758455,83,10.31,9.85,71.71,2.14
637,Cape Town,78,ZA,1570758455,87,-33.93,18.42,61.0,6.93
638,Phra Phutthabat,0,TH,1570758455,79,14.72,100.8,88.0,1.72
639,Makubetsu,75,JP,1570758456,87,42.84,143.34,53.6,5.82
640,Kodinsk,0,RU,1570758456,51,58.6,99.18,27.61,1.67
641,Paamiut,96,GL,1570758456,55,61.99,-49.67,36.91,5.04
642,Victoria,75,BN,1570758456,74,5.28,115.24,84.2,3.36
643,Padang,100,ID,1570758456,69,-0.92,100.36,78.96,2.87
644,Vaini,75,IN,1570758456,100,15.34,74.49,71.6,1.72
645,Waipawa,100,NZ,1570758456,84,-39.94,176.59,59.0,3.0
646,Victor Harbor,20,AU,1570758457,42,-35.55,138.62,69.01,13.87
647,Kodiak,90,US,1570758457,87,39.95,-94.76,44.6,14.99
648,Teya,40,MX,1570758457,94,21.05,-89.07,81.0,4.7
649,Port Alfred,2,ZA,1570758457,84,-33.59,26.89,54.0,3.0
650,Hasaki,75,JP,1570758457,94,35.73,140.83,72.0,11.41
651,Pacifica,1,US,1570758457,20,37.61,-122.49,77.0,12.75
652,Sao Felix do Xingu,51,BR,1570758457,80,-6.64,-51.99,73.65,1.68
653,San Juan,5,AR,1570758457,18,-31.54,-68.53,75.38,9.26
654,Atuona,0,PF,1570758458,69,-9.8,-139.03,79.0,8.84
655,Gorontalo,93,ID,1570758458,63,0.54,123.06,85.03,8.05
656,Mahebourg,40,MU,1570758458,77,-20.41,57.7,73.0,11.41
657,Abu Dhabi,0,AE,1570758458,51,24.47,54.37,84.2,5.82
658,Saint-Joseph,0,FR,1570758458,87,43.56,6.97,60.8,3.36
659,Cherskiy,100,RU,1570758458,80,68.75,161.3,21.58,8.04
660,Yar-Sale,64,RU,1570758458,85,66.83,70.83,32.92,13.2
661,Karatau,70,KZ,1570758459,58,43.18,70.46,52.0,13.7
662,New Norfolk,40,AU,1570758459,62,-42.78,147.06,57.99,4.7
663,Karachi,0,PK,1570758459,83,24.87,67.03,78.8,5.82
664,Accra,40,GH,1570758459,88,5.56,-0.21,78.8,11.41
665,San Patricio,0,PY,1570758459,57,-26.98,-56.83,72.36,6.7
666,Tiksi,100,RU,1570758459,90,71.64,128.87,18.41,3.69
667,Severo-Kurilsk,51,RU,1570758460,54,50.68,156.12,55.04,4.74
668,Upernavik,100,GL,1570758460,49,72.79,-56.15,28.0,7.94
669,Avarua,14,CK,1570758460,60,-21.21,-159.78,73.4,11.41
670,Carndonagh,41,IE,1570758460,91,55.25,-7.27,47.68,8.02
671,Flinders,75,AU,1570758460,72,-34.58,150.85,64.99,11.41
672,Caravelas,11,BR,1570758460,94,-17.73,-39.27,69.67,5.11
673,Kachiry,100,KZ,1570758460,47,53.07,76.1,54.32,11.1
674,Thompson,75,CA,1570758460,79,55.74,-97.86,24.8,2.24
675,Kangaatsiaq,100,GL,1570758461,64,68.31,-53.46,33.28,18.76
676,Hami,18,CN,1570758461,18,42.84,93.51,66.13,5.25
677,Hobart,40,AU,1570758461,62,-42.88,147.33,57.99,4.7
678,Kununurra,100,AU,1570758461,4,-15.77,128.74,96.8,13.87
679,Hithadhoo,100,MV,1570758461,79,-0.6,73.08,82.08,12.67
680,Rawson,33,AR,1570758461,80,-43.3,-65.11,47.43,17.9
681,Soderhamn,100,SE,1570758461,98,61.3,17.06,44.01,6.07
682,Olinda,40,AU,1570758461,58,-37.84,145.39,68.0,4.7
683,Richards Bay,95,ZA,1570758461,68,-28.77,32.06,66.38,9.36
684,Lebu,75,ET,1570758462,87,8.96,38.73,53.6,2.24
685,Jumla,11,NP,1570758462,64,29.28,82.18,52.7,2.36
686,Matamoros,1,US,1570758462,74,25.87,-97.51,84.99,10.29
687,Ust-Kulom,99,RU,1570758462,97,61.69,53.69,33.19,5.84
688,Alice Springs,0,AU,1570758462,9,-23.7,133.88,84.2,5.82
689,Kavieng,14,PG,1570758462,71,-2.57,150.8,85.51,13.11
690,Avera,40,US,1570758462,56,33.19,-82.53,69.8,4.7
691,Dolores,67,UY,1570758462,92,-33.53,-58.22,67.62,10.44
692,Sur,0,OM,1570758462,53,22.57,59.53,81.82,6.24
693,Biak,80,ID,1570758463,78,-0.91,122.88,80.64,14.66
694,Xiuyan,28,CN,1570758463,47,40.29,123.27,65.3,6.9
695,Van,20,TR,1570758463,49,38.51,43.37,42.8,1.7
696,Ratnapura,100,IN,1570758463,78,17.9,77.63,75.92,6.26
697,Qaanaaq,100,GL,1570758463,62,77.48,-69.36,24.66,5.28
698,Prainha,25,BR,1570758463,72,-1.8,-53.48,79.16,2.87
699,Ternate,75,PH,1570758464,74,14.29,120.72,87.01,3.36
700,Hilo,1,US,1570758464,74,19.71,-155.08,84.2,9.17
701,Faya,43,SA,1570758464,41,18.39,42.45,62.6,5.37
702,Chase,90,US,1570758464,64,38.35,-98.35,39.99,28.86
703,Port Elizabeth,1,US,1570758464,42,39.31,-74.98,64.99,6.93
704,Newport,100,GB,1570758464,93,51.59,-3.0,60.01,13.87
705,Hutang,0,CN,1570758464,57,29.22,119.85,86.14,2.38
706,Ilulissat,100,GL,1570758465,45,69.22,-51.1,26.6,17.22
707,Georgetown,75,GY,1570758465,94,6.8,-58.16,77.0,6.93
708,Skibbereen,75,IE,1570758465,100,51.55,-9.27,53.6,16.11
709,Moranbah,33,AU,1570758465,32,-22.0,148.04,83.53,1.68
710,Omboue,100,GA,1570758465,97,-1.57,9.26,73.35,4.29
711,Sisimiut,100,GL,1570758465,76,66.94,-53.67,30.52,10.75
712,Natal,40,BR,1570758465,83,-5.81,-35.21,78.8,9.17
713,Coolum Beach,46,AU,1570758465,65,-26.53,153.09,71.01,5.99
714,Kahului,40,US,1570758465,49,20.89,-156.47,91.4,14.99
715,Jardim,41,BR,1570758466,54,-21.48,-56.15,79.74,4.69
716,Ketchikan,90,US,1570758466,81,55.34,-131.65,51.8,18.34
717,Brae,98,GB,1570758466,87,60.4,-1.35,50.0,2.24
718,Troitsko-Pechorsk,100,RU,1570758466,97,62.71,56.19,34.84,7.42
719,Torbay,5,CA,1570758466,86,47.66,-52.73,42.01,3.36
720,Cabo San Lucas,5,MX,1570758466,33,22.89,-109.91,89.6,6.93
721,Cidreira,0,BR,1570758466,86,-30.17,-50.22,68.67,18.07
722,Bismil,0,TR,1570758466,41,37.85,40.66,64.4,2.24
723,Port Hardy,75,CA,1570758467,76,50.7,-127.42,48.2,2.24
724,Khatanga,89,RU,1570758467,73,71.98,102.47,17.17,8.25
725,Thunder Bay,75,CA,1570758467,87,48.41,-89.26,54.0,10.29
726,Soissons,90,FR,1570758467,82,49.38,3.32,55.4,9.17
727,Saldanha,0,PT,1570758467,54,41.42,-6.55,56.5,2.75
728,Ust-Omchug,100,RU,1570758467,93,61.13,149.63,25.77,7.2
729,Preobrazheniye,55,RU,1570758467,59,42.9,133.91,65.32,2.27
730,Kaitangata,100,NZ,1570758467,83,-46.28,169.85,45.0,27.0
731,Dingle,1,PH,1570758467,71,11.0,122.67,84.15,4.93
732,Geraldton,75,CA,1570758468,87,49.72,-86.95,48.2,2.24
733,Darhan,66,MN,1570758468,39,49.49,105.92,27.54,5.07
734,Thinadhoo,100,MV,1570758468,77,0.53,72.93,81.52,9.41
735,Stantsionno-Oyashinskiy,3,RU,1570758468,49,55.47,83.82,33.67,12.08
736,Kabinda,100,CD,1570758468,94,-6.14,24.49,67.03,2.43
737,Kruisfontein,54,ZA,1570758468,83,-34.0,24.73,49.21,6.56
738,Tuktoyaktuk,75,CA,1570758468,91,69.44,-133.03,32.0,3.36
739,Ust-Tsilma,97,RU,1570758468,93,65.44,52.15,34.59,8.73
740,Samdrup Jongkhar,0,IN,1570758469,65,26.8,91.5,69.44,3.06
741,Pajapan,100,MX,1570758469,76,18.26,-94.69,84.0,6.36
742,High Level,40,CA,1570758469,55,58.52,-117.13,37.4,4.7
743,Luanda,75,AO,1570758469,78,-8.83,13.24,77.0,10.29
744,Camacha,40,PT,1570758469,68,33.08,-16.33,69.8,5.82
745,Luderitz,0,NA,1570758469,82,-26.65,15.16,55.4,6.93
746,Emerald,75,AU,1570758469,54,-23.53,148.16,81.0,8.05
747,Port Lincoln,0,AU,1570758469,64,-34.72,135.86,60.94,14.33
748,Carnarvon,0,ZA,1570758470,38,-30.97,22.13,47.53,7.79
749,Winchester,100,GB,1570758470,82,51.06,-1.31,61.0,20.8
